Frequence;Amplitude
0.0;3.595
0.5;9.106
1.0;6.451
1.5;16.616
2.0;4.173
2.5;10.133
3.0;8.042
3.5;3.842
4.0;6.269
4.5;10.94
5.0;3.028
5.5;9.431
6.0;10.172
6.5;7.893
7.0;1.252
7.5;5.073
8.0;4.196
8.5;5.196
9.0;3.144
9.5;6.57
10.0;6.506
10.5;10.403
11.0;8.287
11.5;8.078
12.0;7.005
12.5;7.166
13.0;7.334
13.5;4.428
14.0;6.971
14.5;1.401
15.0;2.468
15.5;3.066
16.0;9.153
16.5;7.77
17.0;6.501
17.5;2.315
18.0;3.199
18.5;5.249
19.0;2.52
19.5;5.177
20.0;3.333
20.5;8.521
21.0;4.644
21.5;11.644
22.0;2.069
22.5;6.708
23.0;2.81
23.5;5.411
24.0;3.385
24.5;4.054
25.0;10.656
25.5;6.67
26.0;9.552
26.5;8.952
27.0;3.834
27.5;12.138
28.0;6.811
28.5;13.061
29.0;3.545
29.5;11.816
30.0;7.061
30.5;2.196
31.0;1.262
31.5;2.511
32.0;2.067
32.5;10.575
33.0;1.506
33.5;12.634
34.0;7.262
34.5;8.963
35.0;10.666
35.5;10.145
36.0;12.155
36.5;5.702
37.0;11.472
37.5;5.551
38.0;5.45
38.5;4.049
39.0;13.294
39.5;19.401
40.0;13.945
40.5;7.401
41.0;3.667
41.5;11.83
42.0;7.504
42.5;12.625
43.0;14.506
43.5;6.597
44.0;15.756
44.5;6.394
45.0;4.939
45.5;8.387
46.0;10.759
46.5;1.603
47.0;19.067
47.5;9.34
48.0;7.266
48.5;6.894
49.0;2.011
49.5;2.388
50.0;8.337
50.5;5.68
51.0;16.527
51.5;1.697
52.0;13.875
52.5;12.739
53.0;20.174
53.5;14.852
54.0;10.869
54.5;9.476
55.0;3.398
55.5;8.372
56.0;8.796
56.5;5.783
57.0;12.228
57.5;3.923
58.0;8.219
58.5;6.463
59.0;11.998
59.5;4.228
60.0;15.857
60.5;12.991
61.0;4.23
61.5;3.2
62.0;10.016
62.5;1.119
63.0;17.228
63.5;6.047
64.0;8.685
64.5;18.13
65.0;10.823
65.5;3.258
66.0;7.741
66.5;1.446
67.0;18.526
67.5;18.987
68.0;5.944
68.5;17.513
69.0;6.833
69.5;11.648
70.0;13.487
70.5;4.831
71.0;21.254
71.5;33.049
72.0;11.239
72.5;16.12
73.0;13.567
73.5;10.355
74.0;14.096
74.5;24.94
75.0;7.534
75.5;20.992
76.0;23.516
76.5;16.268
77.0;9.354
77.5;31.223
78.0;20.248
78.5;20.221
79.0;14.447
79.5;22.107
80.0;29.702
80.5;36.104
81.0;11.988
81.5;38.57
82.0;28.436
82.5;1.94
83.0;17.757
83.5;9.245
84.0;20.963
84.5;59.426
85.0;26.814
85.5;34.513
86.0;46.851
86.5;18.212
87.0;21.04
87.5;29.643
88.0;7.982
88.5;72.298
89.0;107.362
89.5;76.574
90.0;88.678
90.5;98.891
91.0;107.96
91.5;99.777
92.0;66.488
92.5;201.794
93.0;298.717
93.5;384.365
94.0;296.998
94.5;305.351
95.0;228.686
95.5;344.033
96.0;189.397
96.5;172.355
97.0;318.288
97.5;374.191
98.0;598.27
98.5;890.638
99.0;909.288
99.5;684.925
100.0;294.725
100.5;196.297
101.0;119.615
101.5;59.343
102.0;103.659
102.5;109.596
103.0;30.437
103.5;32.382
104.0;29.895
104.5;28.306
105.0;35.639
105.5;14.906
106.0;37.522
106.5;19.422
107.0;21.935
107.5;13.967
108.0;11.872
108.5;22.223
109.0;17.886
109.5;6.326
110.0;27.334
110.5;16.039
111.0;12.919
111.5;43.796
112.0;18.84
112.5;23.491
113.0;12.082
113.5;18.574
114.0;27.979
114.5;21.217
115.0;27.397
115.5;22.856
116.0;27.71
116.5;24.134
117.0;18.606
117.5;11.714
118.0;39.996
118.5;15.028
119.0;26.119
119.5;12.042
120.0;6.048
120.5;9.272
121.0;42.434
121.5;5.851
122.0;23.381
122.5;14.125
123.0;9.031
123.5;17.041
124.0;43.228
124.5;4.492
125.0;20.604
125.5;42.933
126.0;21.044
126.5;7.685
127.0;42.679
127.5;30.089
128.0;28.856
128.5;38.372
129.0;23.732
129.5;32.737
130.0;45.038
130.5;41.725
131.0;58.635
131.5;11.225
132.0;12.517
132.5;39.004
133.0;37.354
133.5;43.859
134.0;81.881
134.5;30.019
135.0;13.337
135.5;52.721
136.0;10.177
136.5;37.408
137.0;106.731
137.5;63.284
138.0;32.295
138.5;55.408
139.0;31.435
139.5;10.018
140.0;116.701
140.5;106.946
141.0;93.906
141.5;67.19
142.0;67.175
142.5;56.101
143.0;152.351
143.5;281.995
144.0;311.481
144.5;149.405
145.0;428.426
145.5;857.102
146.0;1278.542
146.5;1521.26
147.0;568.927
147.5;237.04
148.0;82.908
148.5;241.591
149.0;259.978
149.5;199.8
150.0;88.729
150.5;13.253
151.0;52.64
151.5;37.552
152.0;94.817
152.5;183.674
153.0;143.163
153.5;54.911
154.0;87.735
154.5;53.236
155.0;51.427
155.5;160.42
156.0;119.696
156.5;153.563
157.0;150.547
157.5;89.957
158.0;27.517
158.5;115.294
159.0;200.597
159.5;251.612
160.0;163.475
160.5;108.82
161.0;231.84
161.5;237.226
162.0;208.962
162.5;216.327
163.0;351.25
163.5;398.346
164.0;209.634
164.5;82.916
165.0;145.603
165.5;331.722
166.0;426.246
166.5;275.03
167.0;137.237
167.5;241.403
168.0;261.953
168.5;193.151
169.0;103.755
169.5;193.674
170.0;251.175
170.5;133.309
171.0;104.626
171.5;144.595
172.0;174.16
172.5;193.983
173.0;130.913
173.5;45.553
174.0;132.742
174.5;158.794
175.0;101.641
175.5;87.756
176.0;104.596
176.5;95.416
177.0;112.592
177.5;90.049
178.0;30.888
178.5;104.558
179.0;131.678
179.5;70.371
180.0;88.198
180.5;78.354
181.0;76.027
181.5;125.02
182.0;95.748
182.5;70.157
183.0;131.395
183.5;104.703
184.0;74.799
184.5;100.035
185.0;72.846
185.5;114.14
186.0;163.86
186.5;86.373
187.0;87.29
187.5;133.242
188.0;96.91
188.5;122.213
189.0;146.341
189.5;62.941
190.0;106.449
190.5;169.138
191.0;94.657
191.5;87.132
192.0;137.715
192.5;105.333
193.0;173.232
193.5;265.8
194.0;159.697
194.5;130.235
195.0;385.334
195.5;536.298
196.0;146.538
196.5;647.156
197.0;736.069
197.5;670.381
198.0;593.135
198.5;263.006
199.0;185.152
199.5;228.586
200.0;100.743
200.5;44.549
201.0;35.199
201.5;10.169
202.0;84.208
202.5;93.012
203.0;22.706
203.5;29.658
204.0;24.963
204.5;43.983
205.0;52.582
205.5;36.474
206.0;24.417
206.5;36.917
