Frequence;Amplitude
0.0;0.431
0.5;0.309
1.0;0.646
1.5;0.536
2.0;0.275
2.5;0.585
3.0;0.344
3.5;0.605
4.0;1.02
4.5;1.014
5.0;0.581
5.5;0.659
6.0;0.52
6.5;0.596
7.0;0.093
7.5;1.169
8.0;0.89
8.5;0.717
9.0;0.918
9.5;1.032
10.0;0.309
10.5;0.113
11.0;1.269
11.5;0.867
12.0;0.027
12.5;0.835
13.0;1.314
13.5;0.373
14.0;0.467
14.5;0.712
15.0;0.931
15.5;0.542
16.0;0.824
16.5;1.901
17.0;0.915
17.5;1.344
18.0;0.434
18.5;1.067
19.0;1.949
19.5;1.209
20.0;0.825
20.5;0.289
21.0;1.8
21.5;1.954
22.0;1.306
22.5;1.712
23.0;1.588
23.5;1.639
24.0;1.586
24.5;3.258
25.0;2.427
25.5;1.039
26.0;1.223
26.5;1.512
27.0;1.721
27.5;1.288
28.0;1.741
28.5;1.611
29.0;0.184
29.5;4.035
30.0;2.45
30.5;0.646
31.0;1.277
31.5;3.792
32.0;0.482
32.5;1.163
33.0;0.072
33.5;0.62
34.0;2.567
34.5;3.587
35.0;4.579
35.5;6.809
36.0;5.42
36.5;4.83
37.0;7.388
37.5;1.177
38.0;4.985
38.5;2.19
39.0;5.772
39.5;5.136
40.0;6.896
40.5;5.487
41.0;1.684
41.5;5.435
42.0;3.08
42.5;2.391
43.0;3.626
43.5;1.282
44.0;2.661
44.5;1.58
45.0;1.837
45.5;1.589
46.0;1.513
46.5;3.764
47.0;2.388
47.5;2.359
48.0;0.739
48.5;2.481
49.0;5.244
49.5;3.537
50.0;5.613
50.5;3.59
51.0;9.025
51.5;2.54
52.0;3.276
52.5;3.127
53.0;5.454
53.5;7.434
54.0;6.188
54.5;4.71
55.0;7.609
55.5;10.441
56.0;7.841
56.5;5.206
57.0;6.747
57.5;9.09
58.0;8.937
58.5;6.039
59.0;6.024
59.5;7.144
60.0;5.425
60.5;4.451
61.0;4.339
61.5;4.144
62.0;3.86
62.5;1.935
63.0;1.442
63.5;3.565
64.0;2.93
64.5;0.755
65.0;1.252
65.5;2.948
66.0;2.92
66.5;2.258
67.0;1.383
67.5;1.784
68.0;3.266
68.5;2.729
69.0;1.809
69.5;2.305
70.0;3.384
70.5;3.439
71.0;1.43
71.5;2.408
72.0;5.604
72.5;6.022
73.0;0.732
73.5;1.198
74.0;3.004
74.5;2.306
75.0;3.198
75.5;2.783
76.0;1.384
76.5;4.375
77.0;1.862
77.5;3.809
78.0;1.727
78.5;3.772
79.0;1.289
79.5;5.957
80.0;3.678
80.5;2.002
81.0;4.768
81.5;5.794
82.0;4.361
82.5;4.127
83.0;5.796
83.5;5.166
84.0;4.151
84.5;4.171
85.0;6.211
85.5;5.808
86.0;5.513
86.5;3.953
87.0;5.971
87.5;6.776
88.0;5.985
88.5;6.103
89.0;7.754
89.5;11.316
90.0;11.302
90.5;11.265
91.0;11.666
91.5;16.05
92.0;17.826
92.5;20.521
93.0;23.669
93.5;27.606
94.0;34.457
94.5;34.654
95.0;32.298
95.5;29.144
96.0;29.057
96.5;26.108
97.0;21.752
97.5;19.192
98.0;16.935
98.5;16.638
99.0;14.97
99.5;13.241
100.0;12.757
100.5;12.444
101.0;12.991
101.5;11.86
102.0;11.374
102.5;11.765
103.0;12.65
103.5;11.608
104.0;9.723
104.5;10.187
105.0;10.624
105.5;10.537
106.0;9.497
106.5;8.264
107.0;8.267
107.5;9.729
108.0;9.618
108.5;7.979
109.0;5.171
109.5;17.203
110.0;9.361
110.5;10.479
111.0;10.094
111.5;10.459
112.0;10.22
112.5;9.903
113.0;9.283
113.5;9.828
114.0;9.965
114.5;8.814
115.0;8.819
115.5;9.191
116.0;9.154
116.5;10.197
117.0;10.654
117.5;10.715
118.0;11.674
118.5;11.47
119.0;11.543
119.5;11.032
120.0;11.703
120.5;11.713
121.0;13.299
121.5;12.912
122.0;12.354
122.5;12.217
123.0;11.646
123.5;12.128
124.0;12.751
124.5;13.08
125.0;12.073
125.5;11.851
126.0;13.649
126.5;13.689
127.0;11.962
127.5;11.253
128.0;10.557
128.5;11.529
129.0;9.94
129.5;8.754
130.0;7.71
130.5;8.254
131.0;7.848
131.5;6.401
132.0;5.523
132.5;5.942
133.0;5.238
133.5;4.321
134.0;3.821
134.5;4.49
135.0;4.158
135.5;3.189
136.0;2.677
136.5;2.76
137.0;2.847
137.5;2.477
138.0;1.786
138.5;2.163
139.0;2.64
139.5;2.637
140.0;1.996
140.5;2.949
141.0;2.831
141.5;3.324
142.0;2.484
142.5;3.854
143.0;4.762
143.5;4.791
144.0;3.763
144.5;6.184
145.0;6.408
145.5;3.98
146.0;5.527
146.5;16.8
147.0;5.578
147.5;5.462
148.0;6.824
148.5;4.29
149.0;6.96
149.5;4.89
150.0;4.247
150.5;7.683
151.0;2.776
151.5;7.572
152.0;6.194
152.5;5.211
153.0;8.682
153.5;3.719
154.0;9.975
154.5;4.048
155.0;10.058
155.5;5.149
156.0;10.988
156.5;6.109
157.0;12.735
157.5;5.42
158.0;15.686
158.5;6.44
159.0;14.217
159.5;15.99
160.0;8.11
160.5;13.629
161.0;17.359
161.5;16.272
162.0;15.584
162.5;14.884
163.0;15.518
163.5;16.043
164.0;17.059
164.5;17.502
165.0;16.953
165.5;17.831
166.0;16.927
166.5;16.219
167.0;16.424
167.5;17.627
168.0;17.215
168.5;15.35
169.0;14.675
169.5;15.228
170.0;15.237
170.5;14.123
171.0;13.117
171.5;13.183
172.0;13.189
172.5;13.429
173.0;12.167
173.5;12.566
174.0;11.83
174.5;11.989
175.0;10.679
175.5;10.041
176.0;9.533
176.5;9.254
177.0;8.43
177.5;7.764
178.0;8.547
178.5;8.35
179.0;8.28
179.5;7.642
180.0;7.792
180.5;8.586
181.0;9.113
181.5;9.056
182.0;9.03
182.5;9.576
183.0;9.225
183.5;9.066
184.0;8.015
184.5;9.216
185.0;10.101
185.5;9.806
186.0;10.01
186.5;11.03
187.0;11.613
187.5;10.106
188.0;9.232
188.5;9.968
