Frequence;Amplitude
0.0;55.526
0.5;124.575
1.0;49.89
1.5;67.064
1.9;63.247
2.4;66.525
2.9;92.172
3.4;17.848
3.9;21.291
4.4;16.709
4.8;75.283
5.3;70.073
5.8;60.356
6.3;103.891
6.8;100.147
7.3;54.411
7.7;14.207
8.2;67.386
8.7;88.317
9.2;54.373
9.7;40.163
10.2;41.889
10.7;61.745
11.1;10.741
11.6;25.327
12.1;97.971
12.6;73.194
13.1;44.84
13.6;100.192
14.0;124.869
14.5;43.285
15.0;109.768
15.5;60.261
16.0;88.543
16.5;34.268
16.9;66.65
17.4;92.012
17.9;28.186
18.4;93.727
18.9;50.01
19.4;16.546
19.9;53.815
20.3;49.201
20.8;120.479
21.3;86.536
21.8;17.796
22.3;27.589
22.8;62.655
23.2;125.404
23.7;26.596
24.2;64.277
24.7;51.975
25.2;85.673
25.7;127.063
26.1;51.038
26.6;119.958
27.1;57.607
27.6;116.966
28.1;57.729
28.6;57.105
29.1;102.039
29.5;54.365
30.0;85.704
30.5;127.659
31.0;83.687
31.5;147.868
32.0;62.287
32.4;116.28
32.9;74.681
33.4;97.079
33.9;84.499
34.4;38.551
34.9;94.818
35.3;67.922
35.8;21.841
36.3;21.352
36.8;69.756
37.3;84.982
37.8;88.287
38.3;95.371
38.7;95.944
39.2;0.819
39.7;35.669
40.2;56.017
40.7;44.208
41.2;38.025
41.6;68.516
42.1;51.348
42.6;72.213
43.1;19.25
43.6;60.8
44.1;64.583
44.5;15.121
45.0;22.433
45.5;42.113
46.0;79.376
46.5;146.268
47.0;150.427
47.4;25.661
47.9;79.952
48.4;24.42
48.9;68.341
49.4;77.845
49.9;65.321
50.4;115.796
50.8;55.025
51.3;129.803
51.8;91.386
52.3;66.908
52.8;98.273
53.3;29.432
53.7;71.78
54.2;35.809
54.7;37.418
55.2;97.642
55.7;63.323
56.2;22.234
56.6;45.784
57.1;40.366
57.6;75.537
58.1;95.065
58.6;50.745
59.1;61.158
59.6;30.873
60.0;103.916
60.5;38.65
61.0;112.449
61.5;33.805
62.0;86.107
62.5;17.013
62.9;35.758
63.4;35.546
63.9;60.684
64.4;52.752
64.9;26.217
65.4;51.033
65.8;120.713
66.3;4.237
66.8;40.812
67.3;40.039
67.8;9.907
68.3;107.474
68.8;49.281
69.2;88.906
69.7;76.966
70.2;54.403
70.7;68.531
71.2;125.916
71.7;43.803
72.1;63.004
72.6;20.625
73.1;24.73
73.6;21.51
74.1;48.899
74.6;35.302
75.0;29.469
75.5;74.033
76.0;30.077
76.5;32.626
77.0;92.338
77.5;55.819
78.0;75.964
78.4;91.193
78.9;31.738
79.4;24.301
79.9;44.308
80.4;11.393
80.9;42.94
81.3;63.779
81.8;25.027
82.3;91.348
82.8;63.802
83.3;54.665
83.8;63.498
84.2;63.838
84.7;20.212
85.2;59.165
85.7;24.152
86.2;55.198
86.7;69.633
87.2;53.391
87.6;45.24
88.1;59.957
88.6;82.206
89.1;78.644
89.6;76.474
90.1;79.577
90.5;40.494
91.0;55.097
91.5;51.192
92.0;56.658
92.5;124.45
93.0;58.287
93.4;56.177
93.9;47.748
94.4;24.026
94.9;56.559
95.4;20.871
95.9;50.467
96.4;73.924
96.8;43.39
97.3;51.219
97.8;31.83
98.3;40.561
98.8;85.056
99.3;56.939
99.7;106.287
100.2;56.617
100.7;85.477
101.2;111.223
101.7;32.498
102.2;35.623
102.6;35.412
103.1;49.585
103.6;71.969
104.1;78.241
104.6;21.08
105.1;32.237
105.6;15.603
106.0;54.064
106.5;64.643
107.0;75.593
107.5;83.474
108.0;85.049
108.5;62.79
108.9;92.513
109.4;92.935
109.9;124.337
110.4;29.401
110.9;15.861
111.4;50.043
111.8;25.568
112.3;37.016
112.8;132.256
113.3;46.765
113.8;80.109
114.3;52.345
114.8;5.481
115.2;39.93
115.7;66.277
116.2;58.546
116.7;9.764
117.2;61.283
117.7;23.223
118.1;54.064
118.6;44.28
119.1;54.669
119.6;37.884
120.1;23.785
120.6;64.627
121.0;20.5
121.5;29.437
122.0;44.347
122.5;20.357
123.0;61.446
123.5;133.384
124.0;97.127
124.4;107.083
124.9;118.305
125.4;113.274
125.9;47.899
126.4;75.537
126.9;65.066
127.3;62.736
127.8;29.621
128.3;85.299
128.8;78.003
129.3;25.929
129.8;43.942
130.2;31.584
130.7;121.391
131.2;14.86
131.7;82.936
132.2;79.256
132.7;28.134
133.2;82.959
133.6;20.156
134.1;10.55
134.6;23.107
135.1;50.671
135.6;34.585
136.1;101.755
136.5;74.851
137.0;95.852
137.5;89.389
138.0;45.836
138.5;38.644
139.0;43.593
139.4;44.932
139.9;55.476
140.4;29.109
140.9;63.623
141.4;25.302
141.9;26.596
142.3;125.102
142.8;24.017
143.3;13.511
143.8;59.634
144.3;135.867
144.8;73.444
145.3;49.235
145.7;55.502
146.2;59.191
146.7;22.056
147.2;50.856
147.7;19.733
148.2;71.524
148.6;10.937
149.1;55.878
149.6;29.304
150.1;98.472
150.6;14.903
151.1;82.032
151.5;48.177
152.0;20.884
152.5;30.606
153.0;49.851
153.5;56.685
154.0;26.115
154.5;42.383
154.9;94.403
155.4;34.506
155.9;73.788
156.4;47.023
156.9;80.789
157.4;71.849
157.8;17.652
158.3;154.794
158.8;27.115
159.3;102.486
159.8;150.653
160.3;75.575
160.7;99.101
161.2;98.336
161.7;13.437
162.2;62.949
162.7;103.355
163.2;64.822
163.7;52.249
164.1;68.848
164.6;125.907
165.1;49.812
165.6;77.939
166.1;85.587
166.6;55.928
167.0;119.885
167.5;129.982
168.0;19.021
168.5;47.361
169.0;87.484
169.5;94.175
169.9;3.183
170.4;37.138
170.9;123.91
171.4;14.738
171.9;74.232
172.4;70.853
172.9;2.443
173.3;50.453
173.8;90.436
174.3;34.731
174.8;17.137
175.3;19.635
175.8;13.773
176.2;5.657
176.7;82.425
177.2;106.299
177.7;79.935
178.2;56.615
178.7;7.104
179.1;50.523
179.6;56.717
180.1;63.393
180.6;139.318
181.1;134.424
181.6;78.909
182.1;70.675
182.5;79.089
183.0;11.254
183.5;71.061
184.0;92.177
184.5;56.422
185.0;58.925
185.4;25.699
185.9;8.189
186.4;18.158
186.9;88.367
187.4;66.198
187.9;56.151
188.3;2.533
188.8;64.472
189.3;32.975
189.8;29.461
190.3;52.926
190.8;33.187
191.3;87.438
191.7;62.635
192.2;60.55
192.7;64.172
193.2;35.529
193.7;114.692
194.2;39.474
194.6;95.288
195.1;47.667
195.6;85.113
196.1;13.296
196.6;52.351
197.1;95.839
197.5;33.879
198.0;113.202
198.5;90.605
199.0;14.963
199.5;114.552
200.0;16.566
200.5;70.232
200.9;63.574
201.4;79.903
201.9;54.923
202.4;20.363
202.9;64.585
