Frequence;Amplitude
0.0;0.006
0.5;0.006
1.0;0.006
1.5;0.006
2.0;0.005
2.5;0.003
3.0;0.001
3.5;0.001
4.0;0.002
4.5;0.003
5.0;0.007
5.5;0.009
6.0;0.01
6.5;0.008
7.0;0.005
7.5;0.003
8.0;0.002
8.5;0.004
9.0;0.004
9.5;0.002
10.0;0.0
10.5;0.001
11.0;0.0
11.5;0.001
12.0;0.001
12.5;0.001
13.0;0.001
13.5;0.001
14.0;0.003
14.5;0.004
15.0;0.003
15.5;0.001
16.0;0.002
16.5;0.002
17.0;0.002
17.5;0.002
18.0;0.002
18.5;0.002
19.0;0.002
19.5;0.001
20.0;0.0
20.5;0.001
21.0;0.001
21.5;0.002
22.0;0.002
22.5;0.002
23.0;0.001
23.5;0.001
24.0;0.001
24.5;0.001
25.0;0.001
25.5;0.001
26.0;0.001
26.5;0.001
27.0;0.0
27.5;0.001
28.0;0.001
28.5;0.001
29.0;0.001
29.5;0.001
30.0;0.0
30.5;0.001
31.0;0.001
31.5;0.001
32.0;0.0
32.5;0.001
33.0;0.002
33.5;0.002
34.0;0.001
34.5;0.0
35.0;0.001
35.5;0.001
36.0;0.001
36.5;0.001
37.0;0.0
37.5;0.001
38.0;0.001
38.5;0.001
39.0;0.002
39.5;0.001
40.0;0.001
40.5;0.0
41.0;0.0
41.5;0.001
42.0;0.001
42.5;0.001
43.0;0.001
43.5;0.001
44.0;0.001
44.5;0.002
45.0;0.002
45.5;0.002
46.0;0.002
46.5;0.002
47.0;0.001
47.5;0.001
48.0;0.001
48.5;0.001
49.0;0.001
49.5;0.001
50.0;0.001
50.5;0.001
51.0;0.001
51.5;0.001
52.0;0.001
52.5;0.0
53.0;0.0
53.5;0.001
54.0;0.002
54.5;0.001
55.0;0.001
55.5;0.001
56.0;0.001
56.5;0.0
57.0;0.001
57.5;0.001
58.0;0.0
58.5;0.001
59.0;0.001
59.5;0.001
60.0;0.001
60.5;0.001
61.0;0.001
61.5;0.001
62.0;0.001
62.5;0.0
63.0;0.001
63.5;0.0
64.0;0.0
64.5;0.0
65.0;0.0
65.5;0.001
66.0;0.001
66.5;0.001
67.0;0.001
67.5;0.001
68.0;0.001
68.5;0.0
69.0;0.0
69.5;0.0
70.0;0.0
70.5;0.001
71.0;0.001
71.5;0.001
72.0;0.001
72.5;0.001
73.0;0.0
73.5;0.001
74.0;0.001
74.5;0.001
75.0;0.001
75.5;0.001
76.0;0.001
76.5;0.001
77.0;0.0
77.5;0.001
78.0;0.002
78.5;0.001
79.0;0.001
79.5;0.0
80.0;0.0
80.5;0.0
81.0;0.0
81.5;0.0
82.0;0.0
82.5;0.0
83.0;0.001
83.5;0.001
84.0;0.001
84.5;0.001
85.0;0.001
85.5;0.001
86.0;0.0
86.5;0.001
87.0;0.0
87.5;0.0
88.0;0.001
88.5;0.001
89.0;0.001
89.5;0.001
90.0;0.001
90.5;0.001
91.0;0.001
91.5;0.0
92.0;0.001
92.5;0.0
93.0;0.0
93.5;0.001
94.0;0.001
94.5;0.001
95.0;0.001
95.5;0.0
96.0;0.001
96.5;0.002
97.0;0.002
97.5;0.001
98.0;0.001
98.5;0.001
99.0;0.001
99.5;0.001
100.0;0.001
100.5;0.0
101.0;0.0
101.5;0.001
102.0;0.001
102.5;0.001
103.0;0.001
103.5;0.001
104.0;0.001
104.5;0.001
105.0;0.001
105.5;0.001
106.0;0.001
106.5;0.001
107.0;0.001
107.5;0.001
108.0;0.001
108.5;0.001
109.0;0.001
109.5;0.001
110.0;0.001
110.5;0.0
111.0;0.0
111.5;0.001
112.0;0.001
112.5;0.001
113.0;0.001
113.5;0.001
114.0;0.001
114.5;0.001
115.0;0.001
115.5;0.0
116.0;0.0
116.5;0.001
117.0;0.001
117.5;0.001
118.0;0.001
118.5;0.001
119.0;0.001
119.5;0.0
120.0;0.0
120.5;0.001
121.0;0.001
121.5;0.0
122.0;0.001
122.5;0.001
123.0;0.001
123.5;0.001
124.0;0.001
124.5;0.001
125.0;0.001
125.5;0.001
126.0;0.001
126.5;0.001
127.0;0.001
127.5;0.001
128.0;0.001
128.5;0.001
129.0;0.0
129.5;0.001
130.0;0.001
130.5;0.001
131.0;0.001
131.5;0.001
132.0;0.001
132.5;0.0
133.0;0.0
133.5;0.0
134.0;0.001
134.5;0.001
135.0;0.002
135.5;0.002
136.0;0.001
136.5;0.001
137.0;0.001
137.5;0.001
138.0;0.0
138.5;0.0
139.0;0.001
139.5;0.001
140.0;0.0
140.5;0.0
141.0;0.001
141.5;0.001
142.0;0.0
142.5;0.0
143.0;0.0
143.5;0.0
144.0;0.001
144.5;0.001
145.0;0.001
145.5;0.001
146.0;0.001
146.5;0.001
147.0;0.001
147.5;0.001
148.0;0.001
148.5;0.001
149.0;0.0
149.5;0.001
150.0;0.001
150.5;0.001
151.0;0.001
151.5;0.001
152.0;0.001
152.5;0.001
153.0;0.001
153.5;0.0
154.0;0.0
154.5;0.001
155.0;0.001
155.5;0.0
156.0;0.0
156.5;0.001
157.0;0.001
157.5;0.001
158.0;0.001
158.5;0.001
159.0;0.001
159.5;0.0
160.0;0.0
160.5;0.0
161.0;0.0
161.5;0.001
162.0;0.001
162.5;0.001
163.0;0.001
163.5;0.001
164.0;0.0
164.5;0.0
165.0;0.001
165.5;0.001
166.0;0.001
166.5;0.001
167.0;0.001
167.5;0.001
168.0;0.001
168.5;0.001
169.0;0.001
169.5;0.001
170.0;0.001
170.5;0.001
171.0;0.001
171.5;0.001
172.0;0.001
172.5;0.001
173.0;0.0
173.5;0.001
174.0;0.001
174.5;0.002
175.0;0.001
175.5;0.001
176.0;0.001
176.5;0.0
177.0;0.0
177.5;0.001
178.0;0.001
178.5;0.002
179.0;0.001
179.5;0.001
180.0;0.0
180.5;0.0
181.0;0.0
181.5;0.001
182.0;0.001
182.5;0.002
183.0;0.001
183.5;0.001
184.0;0.001
184.5;0.001
185.0;0.001
185.5;0.0
186.0;0.0
186.5;0.0
187.0;0.001
187.5;0.001
188.0;0.001
188.5;0.0
189.0;0.0
189.5;0.0
190.0;0.0
190.5;0.001
191.0;0.0
191.5;0.0
192.0;0.0
192.5;0.001
193.0;0.001
193.5;0.001
194.0;0.0
194.5;0.001
195.0;0.001
195.5;0.0
196.0;0.001
196.5;0.0
197.0;0.0
197.5;0.001
198.0;0.001
198.5;0.0
199.0;0.0
199.5;0.001
200.0;0.001
200.5;0.001
201.0;0.0
201.5;0.001
202.0;0.001
202.5;0.001
203.0;0.001
203.5;0.001
204.0;0.001
204.5;0.001
205.0;0.001
205.5;0.001
206.0;0.001
206.5;0.001
207.0;0.0
207.5;0.0
208.0;0.0
208.5;0.0
209.0;0.001
209.5;0.001
210.0;0.001
210.5;0.001
211.0;0.001
211.5;0.0
212.0;0.001
212.5;0.0
213.0;0.0
213.5;0.001
214.0;0.001
214.5;0.0
215.0;0.0
215.5;0.0
216.0;0.001
216.5;0.001
217.0;0.0
217.5;0.0
218.0;0.001
218.5;0.0
219.0;0.0
219.5;0.001
220.0;0.001
220.5;0.001
221.0;0.001
221.5;0.001
222.0;0.001
222.5;0.001
223.0;0.001
223.5;0.001
224.0;0.0
224.5;0.0
225.0;0.0
225.5;0.0
226.0;0.001
226.5;0.001
227.0;0.001
227.5;0.002
228.0;0.001
228.5;0.0
229.0;0.001
229.5;0.001
230.0;0.001
230.5;0.001
231.0;0.001
231.5;0.001
232.0;0.001
232.5;0.001
233.0;0.001
233.5;0.001
234.0;0.001
234.5;0.0
235.0;0.0
235.5;0.0
236.0;0.0
236.5;0.0
237.0;0.001
237.5;0.001
238.0;0.001
238.5;0.001
239.0;0.0
239.5;0.0
240.0;0.0
240.5;0.001
241.0;0.001
241.5;0.0
242.0;0.0
242.5;0.001
243.0;0.001
243.5;0.001
244.0;0.001
244.5;0.0
245.0;0.001
245.5;0.002
246.0;0.001
246.5;0.001
247.0;0.001
247.5;0.001
248.0;0.001
248.5;0.001
249.0;0.001
249.5;0.0
250.0;0.0
250.5;0.0
251.0;0.0
251.5;0.0
252.0;0.0
252.5;0.001
253.0;0.001
253.5;0.001
254.0;0.0
254.5;0.0
255.0;0.0
255.5;0.0
256.0;0.0
256.5;0.001
257.0;0.001
257.5;0.001
258.0;0.001
258.5;0.0
259.0;0.001
259.5;0.001
260.0;0.001
260.5;0.001
261.0;0.001
261.5;0.001
262.0;0.001
262.5;0.001
263.0;0.001
263.5;0.001
264.0;0.002
264.5;0.001
265.0;0.0
265.5;0.001
266.0;0.0
266.5;0.001
267.0;0.001
267.5;0.001
268.0;0.001
268.5;0.001
269.0;0.001
269.5;0.001
270.0;0.001
270.5;0.001
271.0;0.001
271.5;0.001
272.0;0.001
272.5;0.001
273.0;0.001
273.5;0.001
274.0;0.001
274.5;0.001
275.0;0.001
275.5;0.0
276.0;0.001
276.5;0.001
277.0;0.0
277.5;0.0
278.0;0.0
278.5;0.0
279.0;0.0
279.5;0.0
280.0;0.001
280.5;0.0
281.0;0.001
281.5;0.002
282.0;0.002
282.5;0.001
283.0;0.001
283.5;0.0
284.0;0.0
284.5;0.0
285.0;0.0
285.5;0.0
286.0;0.0
286.5;0.001
287.0;0.001
287.5;0.001
288.0;0.001
288.5;0.001
289.0;0.0
289.5;0.001
290.0;0.001
290.5;0.001
291.0;0.001
291.5;0.001
292.0;0.001
292.5;0.001
293.0;0.001
293.5;0.001
294.0;0.0
294.5;0.0
295.0;0.001
295.5;0.001
296.0;0.001
296.5;0.0
297.0;0.0
297.5;0.001
298.0;0.001
298.5;0.0
299.0;0.001
299.5;0.002
300.0;0.001
300.5;0.001
301.0;0.001
301.5;0.001
302.0;0.001
302.5;0.001
303.0;0.0
303.5;0.001
304.0;0.0
304.5;0.001
305.0;0.002
305.5;0.002
306.0;0.001
306.5;0.001
307.0;0.0
307.5;0.0
308.0;0.0
308.5;0.0
309.0;0.001
309.5;0.001
310.0;0.0
310.5;0.001
311.0;0.001
311.5;0.001
312.0;0.001
312.5;0.001
313.0;0.001
313.5;0.001
314.0;0.001
314.5;0.001
315.0;0.001
315.5;0.001
316.0;0.001
316.5;0.002
317.0;0.002
317.5;0.001
318.0;0.001
318.5;0.002
319.0;0.002
319.5;0.001
320.0;0.001
320.5;0.001
321.0;0.002
321.5;0.001
322.0;0.001
322.5;0.001
323.0;0.001
323.5;0.001
324.0;0.001
324.5;0.001
325.0;0.0
325.5;0.0
326.0;0.001
326.5;0.0
327.0;0.0
327.5;0.001
328.0;0.001
328.5;0.001
329.0;0.001
329.5;0.001
330.0;0.0
330.5;0.001
331.0;0.001
331.5;0.001
332.0;0.001
332.5;0.001
333.0;0.0
333.5;0.0
334.0;0.0
334.5;0.0
335.0;0.001
335.5;0.001
336.0;0.001
336.5;0.001
337.0;0.001
337.5;0.001
338.0;0.002
338.5;0.002
339.0;0.001
339.5;0.001
340.0;0.002
340.5;0.001
341.0;0.001
341.5;0.001
342.0;0.0
342.5;0.001
343.0;0.002
343.5;0.001
344.0;0.001
344.5;0.002
345.0;0.002
345.5;0.001
346.0;0.001
346.5;0.001
347.0;0.002
347.5;0.002
348.0;0.002
348.5;0.001
349.0;0.001
349.5;0.001
350.0;0.001
350.5;0.001
351.0;0.001
351.5;0.001
352.0;0.001
352.5;0.001
353.0;0.0
353.5;0.001
354.0;0.001
354.5;0.001
355.0;0.001
355.5;0.0
356.0;0.0
356.5;0.0
357.0;0.001
357.5;0.001
358.0;0.001
358.5;0.001
359.0;0.001
359.5;0.001
360.0;0.001
360.5;0.0
361.0;0.002
361.5;0.002
362.0;0.002
362.5;0.001
363.0;0.001
363.5;0.001
364.0;0.001
364.5;0.002
365.0;0.001
365.5;0.0
366.0;0.001
366.5;0.0
367.0;0.001
367.5;0.002
368.0;0.001
368.5;0.001
369.0;0.001
369.5;0.0
370.0;0.0
370.5;0.001
371.0;0.002
371.5;0.002
372.0;0.001
372.5;0.0
373.0;0.001
373.5;0.0
374.0;0.0
374.5;0.001
375.0;0.001
375.5;0.001
376.0;0.001
376.5;0.001
