Frequence;Amplitude
0.0;0.715
0.5;1.107
1.0;1.495
1.5;0.894
2.0;0.567
2.5;1.262
3.0;0.842
3.5;1.035
4.0;0.875
4.5;0.988
5.0;0.588
5.5;1.122
6.0;1.429
6.5;0.483
7.0;0.272
7.5;0.576
8.0;1.383
8.5;0.102
9.0;0.43
9.5;1.687
10.0;1.384
10.5;0.631
11.0;0.173
11.5;1.103
12.0;1.009
12.5;1.245
13.0;1.728
13.5;1.616
14.0;1.821
14.5;1.316
15.0;1.686
15.5;1.072
16.0;1.431
16.5;1.114
17.0;1.727
17.5;0.644
18.0;1.627
18.5;1.417
19.0;1.28
19.5;1.509
20.0;0.233
20.5;1.181
21.0;1.176
21.5;0.461
22.0;0.56
22.5;0.614
23.0;0.507
23.5;1.31
24.0;0.972
24.5;1.127
25.0;1.274
25.5;0.925
26.0;1.162
26.5;0.984
27.0;1.862
27.5;1.252
28.0;3.149
28.5;1.831
29.0;2.801
29.5;1.096
30.0;2.246
30.5;0.349
31.0;0.816
31.5;1.533
32.0;0.801
32.5;0.603
33.0;0.721
33.5;1.046
34.0;1.566
34.5;0.178
35.0;0.61
35.5;1.166
36.0;1.727
36.5;1.724
37.0;1.229
37.5;0.567
38.0;0.962
38.5;0.495
39.0;1.54
39.5;1.353
40.0;1.993
40.5;3.217
41.0;1.625
41.5;2.634
42.0;1.287
42.5;1.634
43.0;1.404
43.5;0.735
44.0;1.519
44.5;2.169
45.0;1.248
45.5;1.583
46.0;0.716
46.5;1.178
47.0;0.769
47.5;1.22
48.0;1.55
48.5;0.191
49.0;1.324
49.5;1.017
50.0;1.238
50.5;1.035
51.0;1.266
51.5;1.993
52.0;0.66
52.5;1.504
53.0;1.332
53.5;1.892
54.0;1.015
54.5;0.517
55.0;2.439
55.5;1.412
56.0;0.915
56.5;1.031
57.0;0.678
57.5;0.467
58.0;2.472
58.5;2.72
59.0;8.323
59.5;4.204
60.0;2.358
60.5;1.233
61.0;1.47
61.5;1.168
62.0;0.444
62.5;1.58
63.0;1.06
63.5;0.475
64.0;0.732
64.5;0.647
65.0;0.563
65.5;0.823
66.0;0.669
66.5;0.162
67.0;0.248
67.5;0.79
68.0;0.757
68.5;0.475
69.0;0.281
69.5;0.631
70.0;0.692
70.5;0.802
71.0;0.547
71.5;1.362
72.0;0.49
72.5;1.453
73.0;0.915
73.5;2.098
74.0;0.88
74.5;0.004
75.0;1.141
75.5;0.562
76.0;0.721
76.5;1.07
77.0;1.228
77.5;0.711
78.0;0.658
78.5;1.395
79.0;0.711
79.5;1.047
80.0;1.24
80.5;0.269
81.0;1.529
81.5;0.287
82.0;0.891
82.5;0.872
83.0;0.969
83.5;1.767
84.0;0.716
84.5;0.853
85.0;1.232
85.5;0.067
86.0;1.094
86.5;0.412
87.0;0.658
87.5;0.333
88.0;0.29
88.5;0.575
89.0;0.644
89.5;0.456
90.0;0.358
90.5;0.094
91.0;0.367
91.5;0.548
92.0;0.534
92.5;0.789
93.0;1.04
93.5;0.959
94.0;1.222
94.5;1.096
95.0;1.477
95.5;1.465
96.0;0.765
96.5;1.291
97.0;0.531
97.5;0.867
98.0;0.742
98.5;0.905
99.0;0.403
99.5;0.953
100.0;0.845
100.5;1.149
101.0;0.914
101.5;1.123
102.0;1.422
102.5;0.788
103.0;1.104
103.5;0.821
104.0;1.225
104.5;1.447
105.0;0.37
105.5;0.863
106.0;1.642
106.5;0.849
107.0;0.645
107.5;1.601
108.0;2.072
108.5;2.159
109.0;1.49
109.5;1.684
110.0;4.019
110.5;0.751
111.0;1.356
111.5;0.74
112.0;1.008
112.5;1.632
113.0;1.059
113.5;0.58
114.0;1.06
114.5;1.341
115.0;1.212
115.5;0.41
116.0;0.59
116.5;0.785
117.0;0.173
117.5;0.596
118.0;0.466
118.5;1.093
119.0;1.103
119.5;0.553
120.0;1.085
120.5;0.497
121.0;0.136
121.5;1.206
122.0;0.173
122.5;0.388
123.0;1.868
123.5;0.914
124.0;0.573
124.5;0.833
125.0;0.608
125.5;0.976
126.0;0.358
126.5;0.249
127.0;0.172
127.5;0.856
128.0;1.287
128.5;0.078
129.0;0.678
129.5;0.983
130.0;0.151
130.5;0.647
131.0;0.532
131.5;0.152
132.0;0.447
132.5;0.113
133.0;0.081
133.5;0.234
134.0;0.169
134.5;0.761
135.0;0.747
135.5;0.597
136.0;0.176
136.5;0.89
137.0;0.203
137.5;0.772
138.0;0.283
138.5;0.981
139.0;0.189
139.5;0.265
140.0;0.419
140.5;0.65
141.0;0.413
141.5;0.726
142.0;0.274
142.5;0.498
143.0;0.332
143.5;0.562
144.0;0.218
144.5;0.58
145.0;0.372
145.5;0.502
146.0;0.422
146.5;0.823
147.0;0.434
147.5;0.266
148.0;0.215
148.5;0.857
149.0;0.177
149.5;1.06
150.0;1.419
150.5;0.965
151.0;1.103
151.5;1.282
152.0;2.574
152.5;1.598
153.0;1.615
153.5;1.613
154.0;1.219
154.5;2.102
155.0;0.88
155.5;2.255
156.0;1.055
156.5;2.504
157.0;2.087
157.5;2.066
158.0;3.295
158.5;1.082
159.0;2.238
159.5;1.196
160.0;2.633
160.5;2.699
161.0;1.624
161.5;1.826
162.0;1.863
162.5;1.393
163.0;1.543
163.5;2.038
164.0;1.649
164.5;2.973
165.0;2.213
165.5;1.583
166.0;2.64
166.5;1.557
167.0;3.037
167.5;2.324
168.0;3.323
168.5;1.864
169.0;3.418
169.5;1.322
170.0;3.652
170.5;2.293
171.0;3.001
171.5;2.861
172.0;2.439
172.5;2.813
173.0;1.153
173.5;2.377
174.0;0.426
174.5;3.364
175.0;1.47
175.5;3.218
176.0;2.503
176.5;3.443
177.0;3.932
177.5;4.817
178.0;6.422
178.5;5.225
179.0;8.762
179.5;6.115
180.0;10.811
180.5;9.285
181.0;10.835
181.5;13.159
182.0;13.405
182.5;15.471
183.0;14.71
183.5;18.908
184.0;16.191
184.5;18.917
185.0;18.299
185.5;21.901
