Frequence;Amplitude
0.0;6.709
0.5;3.619
1.0;0.195
1.5;0.641
2.0;0.221
2.5;1.608
3.0;1.128
3.5;0.966
4.0;0.34
4.5;1.999
5.0;2.405
5.5;1.18
6.0;1.29
6.5;2.601
7.0;0.451
7.5;7.877
8.0;4.266
8.5;2.519
9.0;0.255
9.5;3.659
10.0;1.143
10.5;1.247
11.0;3.134
11.5;4.735
12.0;2.838
12.5;3.569
13.0;0.437
13.5;1.274
14.0;1.899
14.5;0.93
15.0;0.951
15.5;0.436
16.0;1.844
16.5;4.159
17.0;0.801
17.5;1.574
18.0;3.414
18.5;4.506
19.0;1.788
19.5;3.2
20.0;1.814
20.5;1.836
21.0;2.382
21.5;2.84
22.0;2.708
22.5;0.585
23.0;2.718
23.5;3.687
24.0;2.658
24.5;3.558
25.0;2.302
25.5;1.198
26.0;2.506
26.5;0.972
27.0;3.593
27.5;1.086
28.0;3.283
28.5;3.122
29.0;0.887
29.5;1.724
30.0;3.035
30.5;0.294
31.0;2.225
31.5;2.472
32.0;2.545
32.5;3.375
33.0;3.78
33.5;1.914
34.0;0.728
34.5;4.511
35.0;1.148
35.5;2.072
36.0;1.002
36.5;0.559
37.0;5.041
37.5;4.367
38.0;3.965
38.5;3.987
39.0;1.663
39.5;1.381
40.0;0.725
40.5;1.068
41.0;0.828
41.5;1.441
42.0;4.032
42.5;2.059
43.0;3.462
43.5;1.416
44.0;0.296
44.5;0.934
45.0;1.637
45.5;1.469
46.0;2.819
46.5;0.9
47.0;2.714
47.5;3.245
48.0;2.932
48.5;2.614
49.0;1.621
49.5;0.957
50.0;1.37
50.5;1.436
51.0;1.288
51.5;1.558
52.0;2.978
52.5;1.656
53.0;5.145
53.5;0.6
54.0;2.494
54.5;0.856
55.0;2.282
55.5;2.46
56.0;5.123
56.5;1.401
57.0;4.46
57.5;1.468
58.0;1.996
58.5;1.023
59.0;1.662
59.5;1.303
60.0;3.311
60.5;1.418
61.0;1.416
61.5;0.866
62.0;5.012
62.5;4.392
63.0;3.294
63.5;2.817
64.0;0.844
64.5;2.655
65.0;6.923
65.5;4.243
66.0;3.852
66.5;7.223
67.0;3.929
67.5;6.505
68.0;2.507
68.5;1.363
69.0;2.901
69.5;7.258
70.0;8.659
70.5;6.711
71.0;9.412
71.5;13.59
72.0;12.781
72.5;3.409
73.0;4.089
73.5;5.511
74.0;7.226
74.5;9.007
75.0;10.624
75.5;4.767
76.0;7.975
76.5;6.377
77.0;1.785
77.5;5.54
78.0;6.568
78.5;8.081
79.0;9.428
79.5;11.342
80.0;7.163
80.5;27.229
81.0;11.659
81.5;16.151
82.0;8.696
82.5;11.315
83.0;16.084
83.5;17.598
84.0;13.861
84.5;27.194
85.0;25.13
85.5;23.95
86.0;25.788
86.5;14.07
87.0;19.307
87.5;35.116
88.0;31.298
88.5;21.458
89.0;16.419
89.5;41.427
90.0;23.882
90.5;14.51
91.0;15.422
91.5;23.279
92.0;5.956
92.5;14.409
93.0;18.512
93.5;32.436
94.0;36.595
94.5;27.1
95.0;26.815
95.5;30.324
96.0;2.643
96.5;24.921
97.0;29.818
97.5;8.641
98.0;36.267
98.5;21.869
99.0;30.071
99.5;22.64
100.0;30.727
100.5;23.022
101.0;37.856
101.5;19.561
102.0;29.911
102.5;42.823
103.0;11.775
103.5;61.993
104.0;54.454
104.5;31.14
105.0;21.676
105.5;11.105
106.0;5.775
106.5;20.12
107.0;29.114
107.5;0.737
108.0;12.736
108.5;9.731
109.0;13.613
109.5;9.304
110.0;8.006
110.5;18.619
111.0;7.528
111.5;21.443
112.0;4.992
112.5;6.268
113.0;10.555
113.5;10.607
114.0;6.538
114.5;14.334
115.0;1.474
115.5;4.851
116.0;3.703
116.5;12.426
117.0;1.885
117.5;6.841
118.0;5.755
118.5;14.658
119.0;9.422
119.5;4.213
120.0;5.263
120.5;12.362
121.0;8.073
121.5;10.005
122.0;1.52
122.5;6.61
123.0;14.52
123.5;13.777
124.0;9.523
124.5;5.414
125.0;8.747
125.5;5.406
126.0;12.204
126.5;17.237
127.0;14.731
127.5;37.477
128.0;12.261
128.5;48.012
129.0;40.59
129.5;58.958
130.0;78.617
130.5;333.826
131.0;457.564
131.5;233.025
132.0;90.03
132.5;29.543
133.0;61.121
133.5;31.363
134.0;28.425
134.5;32.521
135.0;24.352
135.5;27.681
136.0;26.237
136.5;10.233
137.0;9.82
137.5;7.432
138.0;12.348
138.5;16.758
139.0;11.733
139.5;8.169
140.0;7.296
140.5;21.628
141.0;17.727
141.5;2.488
142.0;14.469
142.5;9.776
143.0;11.735
143.5;17.195
144.0;7.247
144.5;20.125
145.0;9.959
145.5;3.675
146.0;9.289
146.5;14.529
147.0;9.105
147.5;11.615
148.0;8.719
148.5;7.909
149.0;3.237
149.5;19.199
150.0;15.469
150.5;8.166
151.0;11.761
151.5;7.179
152.0;22.986
152.5;36.139
153.0;28.667
153.5;49.296
154.0;58.031
154.5;57.235
155.0;196.023
155.5;258.242
156.0;154.705
156.5;39.879
157.0;72.041
157.5;43.353
158.0;9.644
158.5;3.767
159.0;10.349
159.5;8.752
160.0;20.096
160.5;14.972
161.0;17.059
161.5;18.15
162.0;7.738
162.5;17.768
163.0;8.699
163.5;3.924
164.0;5.513
164.5;6.004
165.0;17.738
165.5;9.704
166.0;12.42
166.5;9.433
167.0;4.806
167.5;1.897
168.0;4.229
168.5;6.623
169.0;6.421
169.5;6.368
170.0;12.118
170.5;3.741
171.0;4.205
171.5;6.817
172.0;8.238
172.5;4.761
173.0;3.451
173.5;8.812
174.0;4.148
174.5;3.835
175.0;4.326
175.5;7.842
176.0;14.472
176.5;2.906
177.0;7.157
177.5;3.793
178.0;5.062
178.5;7.313
179.0;9.381
179.5;8.035
180.0;9.336
180.5;9.962
181.0;4.681
181.5;3.815
182.0;7.484
182.5;5.733
183.0;6.451
183.5;5.815
184.0;8.888
184.5;9.713
185.0;12.503
185.5;2.699
186.0;20.489
186.5;18.284
187.0;15.991
187.5;12.462
188.0;6.684
188.5;3.745
189.0;36.492
189.5;20.942
190.0;37.094
190.5;14.576
191.0;34.18
191.5;16.12
192.0;64.123
192.5;15.31
193.0;70.715
193.5;14.288
194.0;55.898
194.5;35.89
195.0;121.273
195.5;218.959
196.0;191.027
196.5;97.241
197.0;43.09
197.5;39.743
198.0;16.549
198.5;50.473
199.0;12.94
199.5;50.353
200.0;6.723
200.5;19.985
201.0;11.327
201.5;21.114
202.0;15.86
202.5;34.011
203.0;26.318
203.5;46.203
204.0;28.307
204.5;18.098
205.0;27.775
205.5;91.082
206.0;161.648
206.5;199.811
207.0;172.282
207.5;72.511
208.0;19.337
208.5;83.334
209.0;117.345
209.5;93.204
210.0;72.632
210.5;60.117
211.0;39.312
211.5;48.585
212.0;55.688
212.5;47.704
213.0;48.335
213.5;41.243
214.0;10.955
214.5;13.254
215.0;34.543
215.5;29.172
216.0;40.959
216.5;17.811
217.0;6.737
217.5;4.139
218.0;19.364
218.5;11.657
219.0;24.158
219.5;15.052
220.0;15.53
220.5;11.004
221.0;11.294
221.5;9.763
222.0;20.942
222.5;8.007
223.0;12.306
223.5;5.971
224.0;7.213
224.5;6.749
225.0;8.585
225.5;9.363
226.0;15.137
226.5;6.324
227.0;2.658
227.5;2.248
228.0;8.112
228.5;4.018
229.0;7.862
229.5;15.011
230.0;19.829
230.5;9.442
231.0;11.509
231.5;2.127
232.0;13.833
232.5;16.527
233.0;13.255
233.5;12.01
234.0;10.202
234.5;5.441
235.0;10.289
235.5;3.512
236.0;13.463
236.5;7.035
237.0;4.269
237.5;4.816
238.0;13.88
238.5;7.857
239.0;11.135
239.5;2.45
240.0;7.61
240.5;2.535
241.0;8.401
241.5;1.078
242.0;8.778
242.5;5.982
243.0;16.6
243.5;3.908
244.0;6.827
244.5;7.028
245.0;4.634
245.5;13.393
246.0;5.988
246.5;13.647
247.0;12.722
247.5;15.427
248.0;5.357
248.5;6.426
249.0;5.872
249.5;5.73
250.0;17.331
250.5;6.967
251.0;24.47
251.5;22.87
252.0;8.627
252.5;4.509
253.0;10.913
253.5;4.456
254.0;15.056
254.5;11.303
255.0;6.926
255.5;17.093
256.0;19.557
256.5;11.037
257.0;18.471
257.5;29.748
258.0;45.021
258.5;33.58
259.0;11.961
259.5;43.304
260.0;57.011
260.5;51.763
261.0;168.898
261.5;483.321
262.0;77.961
262.5;88.166
263.0;91.626
263.5;30.617
264.0;26.915
264.5;55.711
265.0;62.843
265.5;71.097
266.0;65.46
266.5;56.366
267.0;26.348
267.5;55.266
268.0;32.911
268.5;18.017
269.0;9.48
269.5;31.87
270.0;55.565
270.5;33.544
271.0;19.161
271.5;24.589
272.0;21.069
272.5;25.628
273.0;12.56
273.5;24.926
274.0;38.215
274.5;22.631
275.0;8.931
275.5;7.845
276.0;11.977
276.5;33.206
277.0;19.827
277.5;17.02
278.0;31.126
278.5;21.824
279.0;25.006
279.5;16.245
280.0;6.89
280.5;10.405
281.0;21.215
281.5;10.096
282.0;19.723
282.5;16.344
283.0;16.963
283.5;18.904
284.0;17.643
284.5;10.359
285.0;5.518
285.5;19.542
286.0;30.202
286.5;14.562
287.0;10.344
287.5;5.527
288.0;18.958
288.5;23.67
289.0;11.096
289.5;11.485
290.0;5.746
290.5;22.643
291.0;12.112
291.5;12.731
292.0;13.659
292.5;26.546
293.0;6.5
293.5;17.135
294.0;7.982
294.5;7.39
295.0;27.303
295.5;9.535
296.0;10.746
296.5;26.456
297.0;20.664
297.5;16.136
298.0;15.055
298.5;25.171
299.0;31.431
299.5;9.837
300.0;14.967
300.5;24.72
301.0;25.294
301.5;25.836
302.0;9.011
302.5;15.456
303.0;23.009
303.5;25.37
304.0;11.46
304.5;35.092
305.0;55.117
305.5;27.926
306.0;28.908
306.5;51.372
307.0;21.339
307.5;21.317
308.0;57.951
308.5;62.249
309.0;34.975
309.5;71.024
310.0;39.061
310.5;66.382
311.0;352.381
311.5;115.054
312.0;167.083
312.5;151.315
313.0;54.555
313.5;41.186
314.0;79.551
314.5;62.981
315.0;33.89
315.5;64.172
316.0;45.235
316.5;27.539
317.0;22.49
317.5;15.472
318.0;10.277
318.5;16.077
319.0;12.574
319.5;11.187
320.0;10.035
320.5;12.855
321.0;4.179
321.5;17.331
322.0;13.143
322.5;8.775
323.0;13.238
323.5;9.967
324.0;6.971
324.5;19.017
325.0;9.625
325.5;8.813
326.0;3.089
326.5;15.644
327.0;7.237
327.5;7.482
328.0;6.323
328.5;10.265
329.0;2.214
329.5;1.958
330.0;5.833
330.5;10.566
331.0;9.676
331.5;6.264
332.0;8.625
332.5;6.847
333.0;3.395
333.5;2.892
334.0;3.327
334.5;3.372
335.0;7.031
335.5;3.71
336.0;5.715
336.5;7.208
337.0;4.466
337.5;4.689
338.0;7.194
338.5;7.924
339.0;8.335
339.5;3.587
340.0;7.055
340.5;2.032
341.0;7.778
341.5;4.298
342.0;1.789
342.5;8.365
343.0;4.217
343.5;9.709
344.0;6.016
344.5;3.914
345.0;9.148
345.5;6.716
346.0;8.168
346.5;3.974
347.0;11.301
347.5;0.887
348.0;12.173
348.5;7.372
349.0;5.311
349.5;7.082
350.0;5.633
350.5;9.09
351.0;8.731
351.5;5.54
352.0;7.954
352.5;3.43
353.0;12.103
353.5;10.469
354.0;8.77
354.5;5.228
355.0;10.926
355.5;9.79
356.0;3.597
356.5;3.944
357.0;9.074
357.5;4.232
358.0;6.342
358.5;9.394
359.0;6.624
359.5;11.846
360.0;2.053
360.5;1.24
361.0;2.538
361.5;8.707
362.0;6.989
362.5;3.21
363.0;8.98
363.5;9.433
364.0;5.425
364.5;7.775
365.0;6.299
365.5;5.842
366.0;9.707
366.5;3.123
367.0;6.036
367.5;4.322
368.0;8.984
368.5;18.122
369.0;18.406
369.5;5.202
370.0;11.019
370.5;11.659
371.0;4.547
371.5;12.873
372.0;5.162
372.5;7.311
373.0;16.974
373.5;8.967
374.0;8.958
374.5;16.23
375.0;6.417
375.5;6.138
376.0;8.014
376.5;6.737
377.0;20.203
377.5;2.727
378.0;4.505
378.5;24.261
379.0;10.597
379.5;7.526
380.0;3.717
380.5;4.918
381.0;23.694
381.5;10.878
382.0;8.841
382.5;16.398
383.0;19.087
383.5;18.866
384.0;11.48
384.5;23.318
385.0;18.524
385.5;5.3
386.0;12.613
386.5;36.172
387.0;12.898
387.5;20.268
388.0;59.556
388.5;42.405
389.0;41.86
389.5;73.118
390.0;175.591
390.5;76.049
391.0;233.734
391.5;89.17
392.0;371.21
392.5;251.366
