Frequence;Amplitude
0.0;15.351
0.5;2.934
1.0;0.535
1.5;1.305
2.0;3.59
2.5;1.662
3.0;2.37
3.5;2.431
4.0;0.458
4.5;2.263
5.0;0.643
5.5;2.732
6.0;2.757
6.5;2.101
7.0;2.274
7.5;2.128
8.0;0.929
8.5;2.071
9.0;1.243
9.5;2.284
10.0;1.798
10.5;1.56
11.0;2.271
11.5;0.98
12.0;0.653
12.5;1.196
13.0;3.102
13.5;2.415
14.0;1.281
14.5;1.497
15.0;2.751
15.5;2.323
16.0;1.511
16.5;1.008
17.0;1.425
17.5;2.856
18.0;2.667
18.5;2.542
19.0;0.946
19.5;2.322
20.0;1.058
20.5;0.912
21.0;1.043
21.5;0.418
22.0;3.328
22.5;3.627
23.0;0.323
23.5;1.772
24.0;3.214
24.5;0.929
25.0;2.804
25.5;4.107
26.0;1.588
26.5;1.04
27.0;3.085
27.5;3.042
28.0;1.862
28.5;0.835
29.0;2.659
29.5;5.442
30.0;1.245
30.5;0.867
31.0;2.815
31.5;2.276
32.0;1.222
32.5;1.169
33.0;1.645
33.5;3.031
34.0;1.701
34.5;2.048
35.0;2.177
35.5;2.751
36.0;2.138
36.5;1.794
37.0;4.046
37.5;4.252
38.0;2.363
38.5;3.752
39.0;1.49
39.5;1.005
40.0;2.759
40.5;1.68
41.0;4.263
41.5;2.501
42.0;2.252
42.5;3.661
43.0;3.927
43.5;4.994
44.0;5.246
44.5;1.853
45.0;4.791
45.5;0.484
46.0;2.13
46.5;2.366
47.0;3.162
47.5;4.354
48.0;1.203
48.5;2.58
49.0;5.542
49.5;4.307
50.0;4.609
50.5;4.491
51.0;3.014
51.5;3.643
52.0;3.728
52.5;0.432
53.0;1.36
53.5;3.841
54.0;6.285
54.5;2.434
55.0;6.669
55.5;4.103
56.0;2.232
56.5;4.613
57.0;5.335
57.5;1.038
58.0;7.469
58.5;3.585
59.0;5.06
59.5;3.34
60.0;1.602
60.5;3.2
61.0;5.69
61.5;1.892
62.0;1.902
62.5;4.927
63.0;6.057
63.5;1.824
64.0;6.173
64.5;7.106
65.0;6.594
65.5;2.55
66.0;0.891
66.5;6.64
67.0;1.968
67.5;11.805
68.0;4.254
68.5;4.674
69.0;8.066
69.5;7.964
70.0;6.516
70.5;7.503
71.0;6.03
71.5;5.31
72.0;15.291
72.5;11.556
73.0;4.132
73.5;13.536
74.0;11.178
74.5;12.829
75.0;16.312
75.5;15.451
76.0;8.059
76.5;4.442
77.0;16.763
77.5;14.511
78.0;16.152
78.5;9.283
79.0;3.064
79.5;6.939
80.0;5.978
80.5;11.023
81.0;10.01
81.5;13.173
82.0;4.824
82.5;25.364
83.0;21.975
83.5;15.366
84.0;14.161
84.5;1.838
85.0;34.972
85.5;137.718
86.0;20.571
86.5;17.381
87.0;21.35
87.5;34.62
88.0;26.214
88.5;16.228
89.0;24.083
