Frequence;Amplitude
0.0;1.651
0.5;1.575
1.0;1.538
1.5;1.589
2.0;1.584
2.5;1.554
3.0;1.585
3.5;1.566
4.0;1.569
4.5;1.562
5.0;1.568
5.5;1.584
6.0;1.586
6.5;1.582
7.0;1.581
7.5;1.55
8.0;1.565
8.5;1.547
9.0;1.575
9.5;1.579
10.0;1.553
10.5;1.555
11.0;1.567
11.5;1.582
12.0;1.589
12.5;1.582
13.0;1.601
13.5;1.618
14.0;1.588
14.5;1.621
15.0;1.593
15.5;1.626
16.0;1.648
16.5;1.638
17.0;1.64
17.5;1.649
18.0;1.63
18.5;1.651
19.0;1.688
19.5;1.681
20.0;1.699
20.5;1.719
21.0;1.715
21.5;1.706
22.0;1.696
22.5;1.742
23.0;1.742
23.5;1.737
24.0;1.752
24.5;1.726
25.0;1.807
25.5;1.867
26.0;1.858
26.5;1.91
27.0;1.865
27.5;1.885
28.0;1.812
28.5;1.942
29.0;1.974
29.5;1.858
30.0;1.765
30.5;1.728
31.0;1.621
31.5;1.693
32.0;1.786
32.5;1.87
33.0;1.796
33.5;1.818
34.0;1.897
34.5;1.745
35.0;1.695
35.5;1.714
36.0;1.763
36.5;1.731
37.0;1.641
37.5;1.771
38.0;1.656
38.5;1.495
39.0;1.556
39.5;1.551
40.0;1.518
40.5;1.493
41.0;1.743
41.5;0.912
42.0;1.003
42.5;0.977
43.0;0.471
43.5;0.641
44.0;0.73
44.5;0.806
45.0;0.888
45.5;1.122
46.0;0.808
46.5;0.533
47.0;0.797
47.5;0.553
48.0;0.593
48.5;1.364
49.0;1.568
49.5;1.258
50.0;1.811
50.5;1.958
51.0;2.406
51.5;2.407
52.0;2.044
52.5;2.264
53.0;4.295
53.5;3.525
54.0;3.78
54.5;3.574
55.0;3.773
55.5;3.677
56.0;3.792
56.5;4.147
57.0;4.195
57.5;1.561
58.0;2.8
58.5;5.071
59.0;5.629
59.5;5.631
60.0;8.673
60.5;8.781
61.0;15.344
61.5;19.881
62.0;17.319
62.5;23.424
63.0;18.739
63.5;17.543
64.0;22.106
64.5;21.042
65.0;20.0
65.5;21.032
66.0;21.823
66.5;17.818
67.0;21.795
67.5;19.281
68.0;18.529
68.5;16.973
69.0;14.738
69.5;13.832
70.0;17.017
70.5;18.43
71.0;19.604
71.5;16.773
72.0;16.943
72.5;17.863
73.0;16.388
73.5;13.224
74.0;9.992
74.5;21.381
75.0;31.51
75.5;31.349
76.0;30.818
76.5;29.135
77.0;30.04
77.5;24.918
78.0;23.707
78.5;25.084
79.0;27.115
79.5;22.819
80.0;26.689
80.5;29.093
81.0;26.173
81.5;28.975
82.0;28.572
82.5;21.195
83.0;26.531
83.5;28.061
84.0;19.246
84.5;23.298
85.0;22.506
85.5;20.514
86.0;18.846
86.5;30.248
87.0;28.026
87.5;32.713
88.0;33.622
88.5;30.495
89.0;33.319
89.5;37.763
90.0;40.716
90.5;37.267
91.0;26.371
91.5;26.886
92.0;22.222
92.5;21.213
93.0;16.028
93.5;14.208
94.0;38.807
94.5;49.111
95.0;30.607
95.5;32.106
96.0;29.283
96.5;29.779
97.0;29.073
97.5;27.052
98.0;30.246
98.5;42.864
99.0;39.022
99.5;32.461
100.0;32.244
100.5;34.351
101.0;30.6
101.5;27.591
102.0;30.616
102.5;30.618
103.0;25.01
103.5;24.362
104.0;28.718
104.5;39.438
105.0;33.304
105.5;33.552
106.0;34.872
106.5;34.984
107.0;34.884
107.5;37.1
108.0;36.475
108.5;37.993
109.0;30.312
109.5;27.623
110.0;23.652
110.5;45.014
111.0;44.251
111.5;46.629
112.0;49.211
112.5;43.116
113.0;34.788
113.5;46.084
114.0;45.779
114.5;39.888
115.0;38.143
115.5;53.115
116.0;51.798
116.5;45.01
117.0;49.289
117.5;49.582
118.0;49.212
118.5;50.726
119.0;50.504
119.5;48.202
120.0;40.114
120.5;47.036
121.0;56.591
121.5;55.759
122.0;53.213
122.5;42.683
123.0;51.302
123.5;59.707
124.0;48.105
124.5;49.169
125.0;51.884
125.5;42.314
126.0;52.689
126.5;50.094
127.0;40.15
127.5;57.285
128.0;60.95
128.5;62.932
129.0;64.725
129.5;66.412
130.0;66.131
130.5;45.11
131.0;60.067
131.5;65.996
132.0;65.242
132.5;64.786
133.0;65.486
133.5;65.509
134.0;69.543
134.5;73.121
135.0;75.149
135.5;65.207
136.0;71.786
136.5;61.958
137.0;29.375
137.5;73.008
138.0;68.005
138.5;64.134
139.0;69.958
139.5;97.221
140.0;114.048
140.5;74.262
141.0;69.493
141.5;47.724
142.0;62.141
142.5;45.189
143.0;51.077
143.5;75.344
144.0;71.752
144.5;70.035
145.0;81.401
145.5;90.742
146.0;60.842
146.5;90.152
147.0;270.918
147.5;226.934
148.0;202.992
148.5;194.722
149.0;206.258
149.5;192.657
150.0;206.543
150.5;209.812
151.0;220.038
151.5;253.104
152.0;285.948
152.5;338.465
153.0;425.644
153.5;530.66
154.0;722.398
154.5;1143.672
155.0;3893.956
155.5;3080.801
156.0;877.601
156.5;635.368
157.0;448.588
157.5;342.48
158.0;260.496
158.5;202.613
159.0;159.855
159.5;164.942
160.0;157.185
160.5;146.913
161.0;132.741
161.5;128.159
162.0;119.033
162.5;102.723
163.0;109.929
163.5;97.077
164.0;84.434
164.5;71.915
165.0;69.611
165.5;67.002
166.0;56.771
166.5;48.973
167.0;61.044
167.5;66.012
168.0;74.444
168.5;57.728
169.0;47.205
169.5;23.203
170.0;39.553
170.5;40.504
171.0;38.874
171.5;36.172
172.0;34.72
172.5;33.132
173.0;35.038
173.5;36.041
174.0;38.16
174.5;27.806
175.0;28.035
175.5;31.399
176.0;25.429
176.5;25.201
177.0;21.418
177.5;24.467
178.0;23.763
178.5;18.353
179.0;25.05
179.5;35.452
180.0;30.988
180.5;26.537
181.0;25.656
181.5;21.013
182.0;17.691
182.5;17.454
183.0;15.702
183.5;17.22
184.0;18.539
184.5;20.664
185.0;22.974
185.5;19.651
186.0;18.145
186.5;18.621
187.0;17.134
187.5;16.709
188.0;15.653
188.5;6.191
189.0;10.652
189.5;12.868
190.0;13.817
190.5;13.458
191.0;12.771
191.5;12.714
192.0;9.564
192.5;9.697
193.0;6.466
193.5;7.396
194.0;8.85
194.5;13.153
195.0;9.619
195.5;7.14
196.0;7.686
196.5;7.578
197.0;10.271
197.5;12.668
198.0;16.053
198.5;12.096
199.0;10.576
199.5;12.476
200.0;10.699
200.5;8.91
201.0;12.994
201.5;13.003
202.0;12.289
202.5;12.086
203.0;12.041
203.5;11.673
204.0;11.632
204.5;11.567
205.0;12.646
205.5;13.168
