Frequence;Amplitude
0.0;5.293
0.5;1.454
1.0;1.159
1.5;1.481
2.0;1.679
2.5;0.705
3.0;1.214
3.5;0.092
4.0;1.76
4.5;1.535
5.0;0.442
5.5;1.595
6.0;0.048
6.5;1.698
7.0;0.46
7.5;1.886
8.0;1.171
8.5;0.32
9.0;1.126
9.5;0.459
10.0;1.204
10.5;0.454
11.0;0.932
11.5;0.708
12.0;0.546
12.5;0.721
13.0;0.315
13.5;1.339
14.0;0.463
14.5;0.918
15.0;0.949
15.5;0.824
16.0;0.87
16.5;0.477
17.0;0.405
17.5;0.931
18.0;1.118
18.5;0.834
19.0;1.328
19.5;0.576
20.0;1.404
20.5;0.215
21.0;1.035
21.5;0.587
22.0;1.287
22.5;0.307
23.0;0.491
23.5;0.034
24.0;0.571
24.5;0.973
25.0;0.889
25.5;0.879
26.0;0.913
26.5;0.612
27.0;0.747
27.5;0.696
28.0;1.107
28.5;0.825
29.0;0.907
29.5;0.827
30.0;0.45
30.5;0.731
31.0;0.689
31.5;0.967
32.0;0.899
32.5;0.739
33.0;0.946
33.5;0.424
34.0;1.467
34.5;0.574
35.0;1.115
35.5;1.359
36.0;0.748
36.5;0.851
37.0;0.617
37.5;1.591
38.0;0.723
38.5;0.83
39.0;0.632
39.5;0.447
40.0;0.521
40.5;0.755
41.0;0.759
41.5;0.522
42.0;0.448
42.5;0.465
43.0;0.863
43.5;0.261
44.0;1.102
44.5;0.261
45.0;0.243
45.5;0.714
46.0;0.887
46.5;1.041
47.0;0.077
47.5;0.973
48.0;0.288
48.5;1.384
49.0;0.981
49.5;1.19
50.0;1.405
50.5;0.383
51.0;0.911
51.5;1.025
52.0;1.349
52.5;0.997
53.0;1.227
53.5;1.707
54.0;0.455
54.5;1.253
55.0;1.245
55.5;0.554
56.0;1.381
56.5;0.496
57.0;1.546
57.5;0.632
58.0;1.719
58.5;0.12
59.0;1.072
59.5;1.047
60.0;1.394
60.5;1.867
61.0;1.599
61.5;1.478
62.0;1.328
62.5;1.449
63.0;1.811
63.5;1.555
64.0;3.681
64.5;2.17
65.0;0.976
65.5;2.324
66.0;1.259
66.5;3.72
67.0;7.367
67.5;3.298
68.0;4.858
68.5;1.485
69.0;2.918
69.5;2.466
70.0;0.635
70.5;4.291
71.0;3.738
71.5;4.299
72.0;1.644
72.5;3.526
73.0;1.306
73.5;0.402
74.0;1.088
74.5;9.655
75.0;2.818
75.5;1.862
76.0;2.615
76.5;0.533
77.0;3.641
77.5;6.425
78.0;4.619
78.5;1.253
79.0;1.252
79.5;1.454
80.0;2.157
80.5;3.876
81.0;1.862
81.5;1.778
82.0;1.927
82.5;3.686
83.0;1.872
83.5;1.055
84.0;3.424
84.5;1.19
85.0;2.59
85.5;2.911
86.0;4.049
86.5;3.859
87.0;1.636
87.5;2.006
88.0;2.261
88.5;3.423
89.0;1.469
89.5;6.49
90.0;4.851
90.5;2.567
91.0;1.848
91.5;3.444
92.0;1.297
92.5;1.996
93.0;0.532
93.5;6.433
94.0;3.724
94.5;5.107
95.0;2.218
95.5;0.693
96.0;1.926
96.5;1.953
97.0;2.663
97.5;2.035
98.0;2.602
98.5;5.745
99.0;2.411
99.5;3.733
100.0;3.187
100.5;8.593
101.0;3.81
101.5;4.707
102.0;2.307
102.5;3.929
103.0;4.734
103.5;1.069
104.0;7.14
104.5;2.81
105.0;6.248
105.5;2.838
106.0;5.215
106.5;2.332
107.0;0.835
107.5;3.103
108.0;5.082
108.5;5.694
109.0;5.124
109.5;9.248
110.0;1.979
110.5;4.463
111.0;5.352
111.5;10.919
112.0;2.641
112.5;8.714
113.0;7.114
113.5;9.888
114.0;3.402
114.5;7.234
115.0;1.902
115.5;5.027
116.0;5.882
116.5;3.706
117.0;7.42
117.5;2.789
118.0;8.346
118.5;0.798
119.0;3.062
119.5;3.945
120.0;9.797
120.5;5.8
121.0;2.782
121.5;6.631
122.0;5.248
122.5;2.038
123.0;2.88
123.5;2.79
124.0;1.338
124.5;2.129
125.0;2.943
125.5;1.847
126.0;1.738
126.5;4.337
127.0;3.068
127.5;2.457
128.0;0.295
128.5;1.658
129.0;5.173
129.5;1.244
130.0;3.664
130.5;0.557
